"Time","Min","Max","Avg"
"0.69006","24.883","25.075","25.04"
"0.69506","24.878","25.076","25.041"
"0.70006","24.91","25.077","25.041"
"0.70506","24.929","25.078","25.043"
"0.71006","24.944","25.081","25.044"
"0.71506","24.931","25.084","25.044"
"0.72006","24.893","25.087","25.045"
"0.72506","24.885","25.09","25.046"
"0.73006","24.923","25.092","25.048"
"0.73506","24.898","25.094","25.048"
"0.74006","24.856","25.096","25.049"
"0.74506","24.843","25.098","25.048"
"0.75006","24.838","25.1","25.048"
"0.75506","24.795","25.101","25.048"
"0.76006","24.759","25.103","25.048"
"0.76506","24.785","25.105","25.049"
"0.77006","24.841","25.107","25.05"
"0.77506","24.78","25.108","25.051"
"0.78006","24.747","25.11","25.052"
"0.78506","24.702","25.111","25.053"
"0.79006","24.718","25.112","25.055"
"0.79506","24.731","25.114","25.056"
"0.80006","24.737","25.115","25.057"
"0.80506","24.693","25.116","25.058"
"0.81006","24.705","25.117","25.06"
"0.81506","24.698","25.118","25.061"
"0.82006","24.734","25.119","25.063"
"0.82506","24.748","25.12","25.064"
"0.83006","24.729","25.121","25.065"
"0.83506","24.735","25.122","25.067"
"0.84006","24.758","25.123","25.069"
"0.84506","24.835","25.124","25.071"
"0.85006","24.796","25.125","25.072"
"0.85506","24.782","25.126","25.074"
"0.86006","24.781","25.127","25.075"
"0.86506","24.796","25.128","25.076"
"0.87006","24.794","25.129","25.078"
"0.87506","24.792","25.129","25.08"
"0.88006","24.833","25.13","25.082"
"0.88506","24.877","25.131","25.085"
"0.89006","24.883","25.131","25.087"
"0.89506","24.868","25.132","25.089"
"0.90006","24.882","25.133","25.09"
"0.90506","24.897","25.134","25.092"
"0.91006","24.909","25.135","25.094"
"0.91506","24.909","25.136","25.097"
"0.92006","24.951","25.136","25.099"
"0.92506","24.981","25.137","25.102"
"0.93006","24.998","25.138","25.104"
"0.93506","24.99","25.139","25.106"
"0.94006","25.027","25.14","25.109"
"0.94506","25.064","25.141","25.11"
"0.95006","25.07","25.142","25.113"
"0.95506","25.072","25.142","25.114"
"0.96006","25.068","25.211","25.117"
"0.96506","25.067","25.212","25.119"
"0.97006","25.075","25.23","25.122"
"0.97506","25.077","25.221","25.124"
"0.98006","25.079","25.202","25.125"
"0.98506","25.08","25.191","25.126"
"0.99006","25.081","25.185","25.128"
"0.99506","25.082","25.183","25.128"
"1","25.084","25.18","25.129"
"1.01","25.086","25.182","25.131"
"1.02","25.077","25.177","25.131"
"1.035","24.973","25.187","25.128"
"1.055","24.758","25.261","25.129"
"1.075","24.089","25.464","25.149"
"1.095","23.09","25.772","25.174"
"1.104","22.467","25.983","25.187"
"1.113","22.04","26.175","25.2"
"1.1265","21.28","26.567","25.231"
"1.1465","20.308","27.31","25.293"
"1.1665","20.491","28.146","25.4"
"1.1865","20.898","31.034","25.685"
"1.2065","21.218","32.818","25.896"
"1.2265","21.191","34.091","26.092"
"1.2465","21.112","35.144","26.254"
"1.2665","20.941","36.012","26.398"
"1.2865","20.824","36.763","26.546"
"1.3065","20.718","37.359","26.681"
"1.3265","20.727","37.92","26.823"
"1.3465","20.776","38.319","26.957"
"1.3665","20.704","38.758","27.097"
"1.3865","20.833","40.005","27.265"
"1.4065","21.315","40.983","27.487"
"1.4265","21.977","41.832","27.695"
"1.4333","22.3","42.101","27.765"
"1.4343","22.406","42.12","27.771"
"5","22.495","42.149","27.778"
"20","21.112","43.702","32.407"
